h_m_s,ABX
2019-04-04 15:32:40,0.01006451612903377
2019-04-04 15:32:41,0.010000000000001572
2019-04-04 15:32:42,0.010000000000001572
2019-04-04 15:32:43,0.010000000000001572
2019-04-04 15:32:44,0.010000000000001572
2019-04-04 15:32:45,0.010000000000001572
2019-04-04 15:32:46,0.010000000000001572
2019-04-04 15:32:47,0.010000000000001572
2019-04-04 15:32:48,0.010000000000001572
2019-04-04 15:32:49,0.010000000000001572
2019-04-04 15:32:50,0.010000000000001572
2019-04-04 15:32:51,0.010000000000001572
2019-04-04 15:32:52,0.010000000000001572
2019-04-04 15:32:53,0.010000000000001572
2019-04-04 15:32:54,0.010000000000001572
2019-04-04 15:32:55,0.010000000000001572
2019-04-04 15:32:56,0.010000000000001572
2019-04-04 15:32:57,0.010000000000001572
2019-04-04 15:32:58,0.010000000000001572
2019-04-04 15:32:59,0.010000000000001572
2019-04-04 15:33:00,0.010000000000001572
2019-04-04 15:33:01,0.010000000000001572
2019-04-04 15:33:02,0.010000000000001572
2019-04-04 15:33:03,0.010000000000001572
2019-04-04 15:33:04,0.010000000000001572
2019-04-04 15:33:05,0.010000000000001572
2019-04-04 15:33:06,0.010000000000001572
2019-04-04 15:33:07,0.010000000000001572
2019-04-04 15:33:08,0.010000000000001572
2019-04-04 15:33:09,0.010000000000001572
2019-04-04 15:33:10,0.010000000000001572
2019-04-04 15:33:11,0.010000000000001572
2019-04-04 15:33:12,0.010000000000001572
2019-04-04 15:33:13,0.010000000000001572
2019-04-04 15:33:14,0.010000000000001572
2019-04-04 15:33:15,0.010000000000001572
2019-04-04 15:33:16,0.010000000000001572
2019-04-04 15:33:17,0.010000000000001572
2019-04-04 15:33:18,0.010000000000001572
2019-04-04 15:33:19,0.010000000000001572
2019-04-04 15:33:20,0.010000000000001572
2019-04-04 15:33:21,0.010000000000001572
2019-04-04 15:33:22,0.010000000000001572
2019-04-04 15:33:23,0.010000000000001572
2019-04-04 15:33:24,0.010000000000001572
2019-04-04 15:33:25,0.010000000000001572
2019-04-04 15:33:26,0.010000000000001572
2019-04-04 15:33:27,0.010000000000001572
2019-04-04 15:33:28,0.010000000000001572
2019-04-04 15:33:29,0.010000000000001572
2019-04-04 15:33:30,0.010000000000001572
2019-04-04 15:33:31,0.010000000000001572
2019-04-04 15:33:32,0.010000000000001572
2019-04-04 15:33:33,0.010000000000001572
2019-04-04 15:33:34,0.010000000000001572
2019-04-04 15:33:35,0.010000000000001572
2019-04-04 15:33:36,0.010000000000001572
2019-04-04 15:33:37,0.010000000000001572
2019-04-04 15:33:38,0.010000000000001572
2019-04-04 15:33:39,0.010000000000001572
2019-04-04 15:33:40,0.010000000000001572
2019-04-04 15:33:41,0.010000000000001572
2019-04-04 15:33:42,0.010000000000001572
2019-04-04 15:33:43,0.010000000000001572
2019-04-04 15:33:44,0.010000000000001572
2019-04-04 15:33:45,0.010000000000001572
2019-04-04 15:33:46,0.010000000000001572
2019-04-04 15:33:47,0.010000000000001572
2019-04-04 15:33:48,0.010000000000001572
2019-04-04 15:33:49,0.010000000000001572
2019-04-04 15:33:50,0.010000000000001572
2019-04-04 15:33:51,0.010000000000001572
2019-04-04 15:33:52,0.010000000000001572
2019-04-04 15:33:53,0.010000000000001572
2019-04-04 15:33:54,0.010000000000001572
2019-04-04 15:33:55,0.010000000000001572
2019-04-04 15:33:56,0.010000000000001572
2019-04-04 15:33:57,0.010000000000001572
2019-04-04 15:33:58,0.010000000000001572
2019-04-04 15:33:59,0.010000000000001572
2019-04-04 15:34:00,0.010000000000001572
2019-04-04 15:34:01,0.010000000000001572
2019-04-04 15:34:02,0.010066666666668249
2019-04-04 15:34:03,0.010066666666668249
2019-04-04 15:34:04,0.010066666666668249
2019-04-04 15:34:05,0.010066666666668249
2019-04-04 15:34:06,0.010066666666668249
2019-04-04 15:34:07,0.010000000000001572
2019-04-04 15:34:08,0.010000000000001572
2019-04-04 15:34:09,0.010000000000001572
2019-04-04 15:34:10,0.010000000000001572
2019-04-04 15:34:11,0.010000000000001572
2019-04-04 15:34:12,0.010000000000001572
2019-04-04 15:34:13,0.010000000000001572
2019-04-04 15:34:14,0.010000000000001572
2019-04-04 15:34:15,0.010000000000001572
2019-04-04 15:34:16,0.010000000000001572
2019-04-04 15:34:17,0.010000000000001572
2019-04-04 15:34:18,0.010000000000001572
2019-04-04 15:34:19,0.010000000000001572
2019-04-04 15:34:20,0.010000000000001572
2019-04-04 15:34:21,0.010000000000001572
2019-04-04 15:34:22,0.010000000000001572
2019-04-04 15:34:23,0.010000000000001572
2019-04-04 15:34:24,0.010000000000001572
2019-04-04 15:34:25,0.010000000000001572
2019-04-04 15:34:26,0.010000000000001572
2019-04-04 15:34:27,0.010000000000001572
2019-04-04 15:34:28,0.010000000000001572
2019-04-04 15:34:29,0.010000000000001572
2019-04-04 15:34:30,0.010000000000001572
2019-04-04 15:34:31,0.010000000000001572
2019-04-04 15:34:32,0.010000000000001572
2019-04-04 15:34:33,0.010000000000001572
2019-04-04 15:34:34,0.010000000000001572
2019-04-04 15:34:35,0.010000000000001572
2019-04-04 15:34:36,0.010000000000001572
2019-04-04 15:34:37,0.010000000000001572
2019-04-04 15:34:38,0.010000000000001572
2019-04-04 15:34:39,0.010000000000001572
2019-04-04 15:34:40,0.010000000000001572
2019-04-04 15:34:41,0.010000000000001572
2019-04-04 15:34:42,0.010000000000001572
2019-04-04 15:34:43,0.010000000000001572
2019-04-04 15:34:44,0.010000000000001572
2019-04-04 15:34:45,0.010000000000001572
2019-04-04 15:34:46,0.010000000000001572
2019-04-04 15:34:47,0.010000000000001572
2019-04-04 15:34:48,0.010000000000001572
2019-04-04 15:34:49,0.010000000000001572
2019-04-04 15:34:50,0.010000000000001572
2019-04-04 15:34:51,0.010000000000001572
2019-04-04 15:34:52,0.010000000000001572
2019-04-04 15:34:53,0.010000000000001572
2019-04-04 15:34:54,0.010000000000001572
2019-04-04 15:34:55,0.010000000000001572
2019-04-04 15:34:56,0.010000000000001572
2019-04-04 15:34:57,0.010000000000001572
2019-04-04 15:34:58,0.010000000000001572
2019-04-04 15:34:59,0.010000000000001572
2019-04-04 15:35:00,0.010000000000001572
2019-04-04 15:35:01,0.010000000000001572
2019-04-04 15:35:02,0.010000000000001572
2019-04-04 15:35:03,0.010000000000001572
2019-04-04 15:35:04,0.010000000000001572
2019-04-04 15:35:05,0.010000000000001572
2019-04-04 15:35:06,0.010000000000001572
2019-04-04 15:35:07,0.010000000000001572
2019-04-04 15:35:08,0.010000000000001572
2019-04-04 15:35:09,0.010000000000001572
2019-04-04 15:35:10,0.010000000000001572
2019-04-04 15:35:11,0.010000000000001572
2019-04-04 15:35:12,0.010000000000001572
2019-04-04 15:35:13,0.010000000000001572
2019-04-04 15:35:14,0.010000000000001572
2019-04-04 15:35:15,0.010000000000001572
2019-04-04 15:35:16,0.010000000000001572
2019-04-04 15:35:17,0.010000000000001572
2019-04-04 15:35:18,0.010000000000001572
2019-04-04 15:35:19,0.010000000000001572
2019-04-04 15:35:20,0.010000000000001572
2019-04-04 15:35:21,0.010000000000001572
2019-04-04 15:35:22,0.010000000000001572
2019-04-04 15:35:23,0.010000000000001572
2019-04-04 15:35:24,0.010000000000001572
2019-04-04 15:35:25,0.010000000000001572
2019-04-04 15:35:26,0.010000000000001572
2019-04-04 15:35:27,0.010000000000001572
2019-04-04 15:35:28,0.010000000000001572
2019-04-04 15:35:29,0.010000000000001572
2019-04-04 15:35:30,0.010000000000001572
2019-04-04 15:35:31,0.010000000000001572
2019-04-04 15:35:32,0.010000000000001572
2019-04-04 15:35:33,0.010000000000001572
2019-04-04 15:35:34,0.010000000000001572
2019-04-04 15:35:35,0.010000000000001572
2019-04-04 15:35:36,0.010000000000001572
2019-04-04 15:35:37,0.010000000000001572
2019-04-04 15:35:38,0.010000000000001572
2019-04-04 15:35:39,0.010000000000001572
2019-04-04 15:35:40,0.010000000000001572
2019-04-04 15:35:41,0.010000000000001572
2019-04-04 15:35:42,0.010000000000001572
2019-04-04 15:35:43,0.010000000000001572
2019-04-04 15:35:44,0.010000000000001572
2019-04-04 15:35:45,0.010000000000001572
2019-04-04 15:35:46,0.010000000000001572
2019-04-04 15:35:47,0.010000000000001572
2019-04-04 15:35:48,0.010000000000001572
2019-04-04 15:35:49,0.010000000000001572
2019-04-04 15:35:50,0.010000000000001572
2019-04-04 15:35:51,0.010000000000001572
2019-04-04 15:35:52,0.010000000000001572
2019-04-04 15:35:53,0.010000000000001572
2019-04-04 15:35:54,0.010000000000001572
2019-04-04 15:35:55,0.010000000000001572
2019-04-04 15:35:56,0.010000000000001572
2019-04-04 15:35:57,0.010000000000001572
2019-04-04 15:35:58,0.010000000000001572
2019-04-04 15:35:59,0.010000000000001572
2019-04-04 15:36:00,0.010000000000001572
2019-04-04 15:36:01,0.010000000000001572
2019-04-04 15:36:02,0.010000000000001572
2019-04-04 15:36:03,0.010000000000001572
2019-04-04 15:36:04,0.010000000000001572
2019-04-04 15:36:05,0.010000000000001572
2019-04-04 15:36:06,0.010000000000001572
2019-04-04 15:36:07,0.010000000000001572
2019-04-04 15:36:08,0.01010256410256569
2019-04-04 15:36:09,0.01010256410256569
2019-04-04 15:36:10,0.01010256410256569
2019-04-04 15:36:11,0.01010256410256569
2019-04-04 15:36:12,0.01010256410256569
2019-04-04 15:36:13,0.010000000000001572
2019-04-04 15:36:14,0.010000000000001572
2019-04-04 15:36:15,0.010000000000001572
2019-04-04 15:36:16,0.010000000000001572
2019-04-04 15:36:17,0.010000000000001572
2019-04-04 15:36:18,0.010000000000001572
2019-04-04 15:36:19,0.010000000000001572
2019-04-04 15:36:20,0.010000000000001572
2019-04-04 15:36:21,0.010000000000001572
2019-04-04 15:36:22,0.010000000000001572
2019-04-04 15:36:23,0.010000000000001572
2019-04-04 15:36:24,0.010000000000001572
2019-04-04 15:36:25,0.010000000000001572
2019-04-04 15:36:26,0.010000000000001572
2019-04-04 15:36:27,0.010000000000001572
2019-04-04 15:36:28,0.010000000000001572
2019-04-04 15:36:29,0.010000000000001572
2019-04-04 15:36:30,0.010000000000001572
2019-04-04 15:36:31,0.010000000000001572
2019-04-04 15:36:32,0.010000000000001572
2019-04-04 15:36:33,0.010000000000001572
2019-04-04 15:36:34,0.010000000000001572
2019-04-04 15:36:35,0.010000000000001572
2019-04-04 15:36:36,0.010190476190477369
2019-04-04 15:36:37,0.010190476190476657
2019-04-04 15:36:38,0.010190476190475948
2019-04-04 15:36:39,0.010190476190475237
2019-04-04 15:36:40,0.010190476190474525
2019-04-04 15:36:41,0.00999999999999802
2019-04-04 15:36:42,0.00999999999999802
2019-04-04 15:36:43,0.00999999999999802
2019-04-04 15:36:44,0.00999999999999802
2019-04-04 15:36:45,0.00999999999999802
2019-04-04 15:36:46,0.00999999999999802
2019-04-04 15:36:47,0.00999999999999802
2019-04-04 15:36:48,0.00999999999999802
2019-04-04 15:36:49,0.00999999999999802
2019-04-04 15:36:50,0.00999999999999802
2019-04-04 15:36:51,0.00999999999999802
2019-04-04 15:36:52,0.00999999999999802
2019-04-04 15:36:53,0.00999999999999802
2019-04-04 15:36:54,0.00999999999999802
2019-04-04 15:36:55,0.00999999999999802
2019-04-04 15:36:56,0.00999999999999802
2019-04-04 15:36:57,0.00999999999999802
2019-04-04 15:36:58,0.00999999999999802
2019-04-04 15:36:59,0.00999999999999802
2019-04-04 15:37:00,0.00999999999999802
2019-04-04 15:37:01,0.00999999999999802
2019-04-04 15:37:02,0.00999999999999802
2019-04-04 15:37:03,0.00999999999999802
2019-04-04 15:37:04,0.00999999999999802
2019-04-04 15:37:05,0.00999999999999802
2019-04-04 15:37:06,0.00999999999999802
2019-04-04 15:37:07,0.00999999999999802
2019-04-04 15:37:08,0.00999999999999802
2019-04-04 15:37:09,0.00999999999999802
2019-04-04 15:37:10,0.00999999999999802
2019-04-04 15:37:11,0.00999999999999802
2019-04-04 15:37:12,0.00999999999999802
2019-04-04 15:37:13,0.00999999999999802
2019-04-04 15:37:14,0.00999999999999802
2019-04-04 15:37:15,0.00999999999999802
2019-04-04 15:37:16,0.00999999999999802
2019-04-04 15:37:17,0.00999999999999802
2019-04-04 15:37:18,0.00999999999999802
2019-04-04 15:37:19,0.00999999999999802
2019-04-04 15:37:20,0.00999999999999802
2019-04-04 15:37:21,0.00999999999999802
2019-04-04 15:37:22,0.00999999999999802
2019-04-04 15:37:23,0.00999999999999802
2019-04-04 15:37:24,0.00999999999999802
2019-04-04 15:37:25,0.00999999999999802
2019-04-04 15:37:26,0.00999999999999802
2019-04-04 15:37:27,0.00999999999999802
2019-04-04 15:37:28,0.00999999999999802
2019-04-04 15:37:29,0.00999999999999802
2019-04-04 15:37:30,0.00999999999999802
2019-04-04 15:37:31,0.00999999999999802
2019-04-04 15:37:32,0.00999999999999802
2019-04-04 15:37:33,0.00999999999999802
2019-04-04 15:37:34,0.00999999999999802
2019-04-04 15:37:35,0.00999999999999802
2019-04-04 15:37:36,0.00999999999999802
2019-04-04 15:37:37,0.00999999999999802
2019-04-04 15:37:38,0.00999999999999802
2019-04-04 15:37:39,0.00999999999999802
2019-04-04 15:37:40,0.00999999999999802
2019-04-04 15:37:41,0.00999999999999802
2019-04-04 15:37:42,0.00999999999999802
2019-04-04 15:37:43,0.00999999999999802
2019-04-04 15:37:44,0.00999999999999802
2019-04-04 15:37:45,0.00999999999999802
2019-04-04 15:37:46,0.00999999999999802
2019-04-04 15:37:47,0.00999999999999802
2019-04-04 15:37:48,0.00999999999999802
2019-04-04 15:37:49,0.00999999999999802
2019-04-04 15:37:50,0.00999999999999802
2019-04-04 15:37:51,0.00999999999999802
2019-04-04 15:37:52,0.00999999999999802
2019-04-04 15:37:53,0.00999999999999802
2019-04-04 15:37:54,0.00999999999999802
2019-04-04 15:37:55,0.00999999999999802
2019-04-04 15:37:56,0.00999999999999802
2019-04-04 15:37:57,0.00999999999999802
2019-04-04 15:37:58,0.00999999999999802
2019-04-04 15:37:59,0.00999999999999802
2019-04-04 15:38:00,0.00999999999999802
2019-04-04 15:38:01,0.00999999999999802
2019-04-04 15:38:02,0.00999999999999802
2019-04-04 15:38:03,0.00999999999999802
2019-04-04 15:38:04,0.00999999999999802
2019-04-04 15:38:05,0.00999999999999802
2019-04-04 15:38:06,0.010249999999998058
2019-04-04 15:38:07,0.010249999999998058
2019-04-04 15:38:08,0.010249999999998058
2019-04-04 15:38:09,0.01038698630136821
2019-04-04 15:38:10,0.01038698630136821
2019-04-04 15:38:11,0.01013698630136817
2019-04-04 15:38:12,0.01013698630136817
2019-04-04 15:38:13,0.01013698630136817
2019-04-04 15:38:14,0.00999999999999802
2019-04-04 15:38:15,0.00999999999999802
2019-04-04 15:38:16,0.00999999999999802
2019-04-04 15:38:17,0.00999999999999802
2019-04-04 15:38:18,0.00999999999999802
2019-04-04 15:38:19,0.00999999999999802
2019-04-04 15:38:20,0.00999999999999802
2019-04-04 15:38:21,0.00999999999999802
2019-04-04 15:38:22,0.00999999999999802
2019-04-04 15:38:23,0.00999999999999802
2019-04-04 15:38:24,0.00999999999999802
2019-04-04 15:38:25,0.00999999999999802
2019-04-04 15:38:26,0.00999999999999802
2019-04-04 15:38:27,0.00999999999999802
2019-04-04 15:38:28,0.00999999999999802
2019-04-04 15:38:29,0.00999999999999802
2019-04-04 15:38:30,0.00999999999999802
2019-04-04 15:38:31,0.00999999999999802
2019-04-04 15:38:32,0.00999999999999802
2019-04-04 15:38:33,0.00999999999999802
2019-04-04 15:38:34,0.00999999999999802
2019-04-04 15:38:35,0.00999999999999802
2019-04-04 15:38:36,0.00999999999999802
2019-04-04 15:38:37,0.010199999999998377
2019-04-04 15:38:38,0.010199999999999088
2019-04-04 15:38:39,0.010199999999999798
2019-04-04 15:38:40,0.010200000000000509
2019-04-04 15:38:41,0.010200000000001219
2019-04-04 15:38:42,0.010000000000001572
2019-04-04 15:38:43,0.010000000000001572
2019-04-04 15:38:44,0.010000000000001572
2019-04-04 15:38:45,0.010000000000001572
2019-04-04 15:38:46,0.010000000000001572
2019-04-04 15:38:47,0.010000000000001572
2019-04-04 15:38:48,0.010000000000001572
2019-04-04 15:38:49,0.010000000000001572
2019-04-04 15:38:50,0.010000000000001572
2019-04-04 15:38:51,0.010000000000001572
2019-04-04 15:38:52,0.010000000000001572
2019-04-04 15:38:53,0.010000000000001572
2019-04-04 15:38:54,0.010000000000001572
2019-04-04 15:38:55,0.010000000000001572
2019-04-04 15:38:56,0.010000000000001572
2019-04-04 15:38:57,0.010000000000001572
2019-04-04 15:38:58,0.010000000000001572
2019-04-04 15:38:59,0.010000000000001572
2019-04-04 15:39:00,0.010000000000001572
2019-04-04 15:39:01,0.010000000000001572
2019-04-04 15:39:02,0.010000000000001572
2019-04-04 15:39:03,0.010000000000001572
2019-04-04 15:39:04,0.010000000000001572
2019-04-04 15:39:05,0.010000000000001572
2019-04-04 15:39:06,0.010000000000001572
2019-04-04 15:39:07,0.010000000000001572
2019-04-04 15:39:08,0.010000000000001572
2019-04-04 15:39:09,0.010000000000001572
2019-04-04 15:39:10,0.010000000000001572
2019-04-04 15:39:11,0.010000000000001572
2019-04-04 15:39:12,0.010000000000001572
2019-04-04 15:39:13,0.010000000000001572
2019-04-04 15:39:14,0.010000000000001572
2019-04-04 15:39:15,0.010000000000001572
2019-04-04 15:39:16,0.010148148148149084
2019-04-04 15:39:17,0.010148148148148375
2019-04-04 15:39:18,0.010148148148147663
2019-04-04 15:39:19,0.010148148148146952
2019-04-04 15:39:20,0.010148148148146243
2019-04-04 15:39:21,0.00999999999999802
2019-04-04 15:39:22,0.00999999999999802
2019-04-04 15:39:23,0.00999999999999802
2019-04-04 15:39:24,0.00999999999999802
2019-04-04 15:39:25,0.00999999999999802
2019-04-04 15:39:26,0.00999999999999802
2019-04-04 15:39:27,0.00999999999999802
2019-04-04 15:39:28,0.00999999999999802
2019-04-04 15:39:29,0.00999999999999802
2019-04-04 15:39:30,0.00999999999999802
2019-04-04 15:39:31,0.00999999999999802
2019-04-04 15:39:32,0.00999999999999802
2019-04-04 15:39:33,0.00999999999999802
2019-04-04 15:39:34,0.00999999999999802
2019-04-04 15:39:35,0.00999999999999802
2019-04-04 15:39:36,0.00999999999999802
2019-04-04 15:39:37,0.00999999999999802
2019-04-04 15:39:38,0.00999999999999802
2019-04-04 15:39:39,0.00999999999999802
2019-04-04 15:39:40,0.00999999999999802
2019-04-04 15:39:41,0.00999999999999802
2019-04-04 15:39:42,0.00999999999999802
2019-04-04 15:39:43,0.00999999999999802
2019-04-04 15:39:44,0.00999999999999802
2019-04-04 15:39:45,0.00999999999999802
2019-04-04 15:39:46,0.00999999999999802
2019-04-04 15:39:47,0.00999999999999802
2019-04-04 15:39:48,0.00999999999999802
2019-04-04 15:39:49,0.00999999999999802
2019-04-04 15:39:50,0.00999999999999802
2019-04-04 15:39:51,0.00999999999999802
2019-04-04 15:39:52,0.00999999999999802
2019-04-04 15:39:53,0.00999999999999802
2019-04-04 15:39:54,0.00999999999999802
2019-04-04 15:39:55,0.010193548387095167
2019-04-04 15:39:56,0.010193548387095876
2019-04-04 15:39:57,0.010193548387096588
2019-04-04 15:39:58,0.010193548387097299
2019-04-04 15:39:59,0.010193548387098008
2019-04-04 15:40:00,0.010132075471699706
2019-04-04 15:40:01,0.010132075471699706
2019-04-04 15:40:02,0.010132075471699706
2019-04-04 15:40:03,0.010132075471699706
2019-04-04 15:40:04,0.010132075471699706
2019-04-04 15:40:05,0.010000000000001572
2019-04-04 15:40:06,0.010000000000001572
2019-04-04 15:40:07,0.010631578947370091
2019-04-04 15:40:08,0.010631578947370091
2019-04-04 15:40:09,0.010631578947370091
2019-04-04 15:40:10,0.010631578947370091
2019-04-04 15:40:11,0.010631578947370091
2019-04-04 15:40:12,0.010000000000001572
2019-04-04 15:40:13,0.010000000000001572
2019-04-04 15:40:14,0.010000000000001572
2019-04-04 15:40:15,0.010000000000001572
2019-04-04 15:40:16,0.010000000000001572
2019-04-04 15:40:17,0.010000000000001572
2019-04-04 15:40:18,0.010000000000001572
2019-04-04 15:40:19,0.010000000000001572
2019-04-04 15:40:20,0.010000000000001572
2019-04-04 15:40:21,0.010000000000001572
2019-04-04 15:40:22,0.010000000000001572
2019-04-04 15:40:23,0.010000000000001572
2019-04-04 15:40:24,0.010000000000001572
2019-04-04 15:40:25,0.010000000000001572
2019-04-04 15:40:26,0.010000000000001572
2019-04-04 15:40:27,0.010000000000001572
2019-04-04 15:40:28,0.010000000000001572
2019-04-04 15:40:29,0.010000000000001572
2019-04-04 15:40:30,0.010000000000001572
2019-04-04 15:40:31,0.010000000000001572
2019-04-04 15:40:32,0.010000000000001572
2019-04-04 15:40:33,0.010000000000001572
2019-04-04 15:40:34,0.010000000000001572
2019-04-04 15:40:35,0.010000000000001572
2019-04-04 15:40:36,0.010000000000001572
2019-04-04 15:40:37,0.010000000000001572
2019-04-04 15:40:38,0.010000000000001572
2019-04-04 15:40:39,0.010000000000001572
2019-04-04 15:40:40,0.010000000000001572
2019-04-04 15:40:41,0.010000000000001572
2019-04-04 15:40:42,0.010000000000001572
2019-04-04 15:40:43,0.010000000000001572
2019-04-04 15:40:44,0.010000000000001572
2019-04-04 15:40:45,0.010000000000001572
2019-04-04 15:40:46,0.010000000000001572
2019-04-04 15:40:47,0.010000000000001572
2019-04-04 15:40:48,0.010000000000001572
2019-04-04 15:40:49,0.010000000000001572
2019-04-04 15:40:50,0.010000000000001572
2019-04-04 15:40:51,0.010000000000001572
2019-04-04 15:40:52,0.010000000000001572
2019-04-04 15:40:53,0.010000000000001572
2019-04-04 15:40:54,0.010000000000001572
2019-04-04 15:40:55,0.010000000000001572
2019-04-04 15:40:56,0.010000000000001572
2019-04-04 15:40:57,0.010000000000001572
2019-04-04 15:40:58,0.010000000000001572
2019-04-04 15:40:59,0.010000000000001572
2019-04-04 15:41:00,0.010000000000001572
2019-04-04 15:41:01,0.010000000000001572
2019-04-04 15:41:02,0.010000000000001572
2019-04-04 15:41:03,0.010000000000001572
2019-04-04 15:41:04,0.010000000000001572
2019-04-04 15:41:05,0.010000000000001572
2019-04-04 15:41:06,0.010000000000001572
2019-04-04 15:41:07,0.010000000000001572
2019-04-04 15:41:08,0.010000000000001572
2019-04-04 15:41:09,0.010000000000001572
2019-04-04 15:41:10,0.010000000000001572
2019-04-04 15:41:11,0.010000000000001572
2019-04-04 15:41:12,0.010000000000001572
2019-04-04 15:41:13,0.010000000000001572
2019-04-04 15:41:14,0.010000000000001572
2019-04-04 15:41:15,0.010000000000001572
2019-04-04 15:41:16,0.010000000000001572
2019-04-04 15:41:17,0.010000000000001572
2019-04-04 15:41:18,0.010000000000001572
2019-04-04 15:41:19,0.010000000000001572
2019-04-04 15:41:20,0.010000000000001572
2019-04-04 15:41:21,0.010000000000001572
2019-04-04 15:41:22,0.010000000000001572
2019-04-04 15:41:23,0.010000000000001572
2019-04-04 15:41:24,0.010000000000001572
2019-04-04 15:41:25,0.010000000000001572
2019-04-04 15:41:26,0.010000000000001572
2019-04-04 15:41:27,0.010000000000001572
2019-04-04 15:41:28,0.010000000000001572
2019-04-04 15:41:29,0.010000000000001572
2019-04-04 15:41:30,0.010000000000001572
2019-04-04 15:41:31,0.010000000000001572
2019-04-04 15:41:32,0.010000000000001572
2019-04-04 15:41:33,0.010000000000001572
2019-04-04 15:41:34,0.010000000000001572
2019-04-04 15:41:35,0.010000000000001572
2019-04-04 15:41:36,0.010041237113403639
2019-04-04 15:41:37,0.010041237113403639
2019-04-04 15:41:38,0.010041237113403639
2019-04-04 15:41:39,0.010041237113403639
2019-04-04 15:41:40,0.010041237113403639
2019-04-04 15:41:41,0.010000000000001572
2019-04-04 15:41:42,0.010000000000001572
2019-04-04 15:41:43,0.010000000000001572
2019-04-04 15:41:44,0.010000000000001572
2019-04-04 15:41:45,0.010000000000001572
2019-04-04 15:41:46,0.010000000000001572
2019-04-04 15:41:47,0.010000000000001572
2019-04-04 15:41:48,0.010000000000001572
2019-04-04 15:41:49,0.010000000000001572
2019-04-04 15:41:50,0.010000000000001572
2019-04-04 15:41:51,0.010000000000001572
2019-04-04 15:41:52,0.010000000000001572
2019-04-04 15:41:53,0.010000000000001572
2019-04-04 15:41:54,0.010000000000001572
2019-04-04 15:41:55,0.010000000000001572
2019-04-04 15:41:56,0.010000000000001572
2019-04-04 15:41:57,0.010000000000001572
2019-04-04 15:41:58,0.010000000000001572
2019-04-04 15:41:59,0.010000000000001572
2019-04-04 15:42:00,0.010000000000001572
2019-04-04 15:42:01,0.010000000000001572
2019-04-04 15:42:02,0.010000000000001572
2019-04-04 15:42:03,0.010000000000001572
2019-04-04 15:42:04,0.010000000000001572
2019-04-04 15:42:05,0.010000000000001572
2019-04-04 15:42:06,0.010000000000001572
2019-04-04 15:42:07,0.010000000000001572
2019-04-04 15:42:08,0.010000000000001572
2019-04-04 15:42:09,0.010000000000001572
2019-04-04 15:42:10,0.010000000000001572
2019-04-04 15:42:11,0.010000000000001572
2019-04-04 15:42:12,0.010000000000001572
2019-04-04 15:42:13,0.010000000000001572
2019-04-04 15:42:14,0.010000000000001572
2019-04-04 15:42:15,0.010000000000001572
2019-04-04 15:42:16,0.010000000000001572
2019-04-04 15:42:17,0.010000000000001572
2019-04-04 15:42:18,0.010000000000001572
2019-04-04 15:42:19,0.010000000000001572
2019-04-04 15:42:20,0.010000000000001572
2019-04-04 15:42:21,0.010000000000001572
2019-04-04 15:42:22,0.010000000000001572
2019-04-04 15:42:23,0.010000000000001572
2019-04-04 15:42:24,0.010000000000001572
2019-04-04 15:42:25,0.010000000000001572
2019-04-04 15:42:26,0.010000000000001572
2019-04-04 15:42:27,0.010000000000001572
2019-04-04 15:42:28,0.010000000000001572
2019-04-04 15:42:29,0.010000000000001572
2019-04-04 15:42:30,0.010000000000001572
2019-04-04 15:42:31,0.010000000000001572
2019-04-04 15:42:32,0.010000000000001572
2019-04-04 15:42:33,0.010000000000001572
2019-04-04 15:42:34,0.010000000000001572
2019-04-04 15:42:35,0.010000000000001572
2019-04-04 15:42:36,0.010000000000001572
2019-04-04 15:42:37,0.010000000000001572
2019-04-04 15:42:38,0.010000000000001572
2019-04-04 15:42:39,0.010000000000001572
2019-04-04 15:42:40,0.010000000000001572
2019-04-04 15:42:41,0.010000000000001572
2019-04-04 15:42:42,0.010000000000001572
2019-04-04 15:42:43,0.010000000000001572
2019-04-04 15:42:44,0.010000000000001572
2019-04-04 15:42:45,0.010000000000001572
2019-04-04 15:42:46,0.010000000000001572
2019-04-04 15:42:47,0.010000000000001572
2019-04-04 15:42:48,0.010000000000001572
2019-04-04 15:42:49,0.010000000000001572
2019-04-04 15:42:50,0.010000000000001572
2019-04-04 15:42:51,0.010000000000001572
2019-04-04 15:42:52,0.010000000000001572
2019-04-04 15:42:53,0.010000000000001572
2019-04-04 15:42:54,0.010000000000001572
2019-04-04 15:42:55,0.010000000000001572
2019-04-04 15:42:56,0.010000000000001572
2019-04-04 15:42:57,0.010000000000001572
2019-04-04 15:42:58,0.010000000000001572
2019-04-04 15:42:59,0.010000000000001572
2019-04-04 15:43:00,0.010000000000001572
2019-04-04 15:43:01,0.010000000000001572
2019-04-04 15:43:02,0.010000000000001572
2019-04-04 15:43:03,0.010000000000001572
2019-04-04 15:43:04,0.010000000000001572
2019-04-04 15:43:05,0.010000000000001572
2019-04-04 15:43:06,0.010000000000001572
2019-04-04 15:43:07,0.010000000000001572
2019-04-04 15:43:08,0.010000000000001572
2019-04-04 15:43:09,0.010000000000001572
2019-04-04 15:43:10,0.010000000000001572
2019-04-04 15:43:11,0.010000000000001572
2019-04-04 15:43:12,0.010000000000001572
2019-04-04 15:43:13,0.010000000000001572
2019-04-04 15:43:14,0.010000000000001572
